_id,correlationId,data.ALIAS_NAME_,data.APP_ID_,data.CIN_ALT001_001_OPTCC_,data.CIN_ALT001_002_FINALOFFERCC_,data.CIN_ALT001_003_OPTCCOFFERID_,data.CIN_ALT001_004_PRIORITY_,data.CIN_ALT002_001_OPTCC_,data.CIN_ALT002_002_FINALOFFERCC_,data.CIN_ALT002_003_OPTCCOFFERID_,data.CIN_ALT002_004_PRIORITY_,data.CIN_ALT003_001_OPTCC_,data.CIN_ALT003_002_FINALOFFERCC_,data.CIN_ALT003_003_OPTCCOFFERID_,data.CIN_ALT003_004_PRIORITY_,data.CIN_ALT004_001_OPTCC_,data.CIN_ALT004_002_FINALOFFERCC_,data.CIN_ALT004_003_OPTCCOFFERID_,data.CIN_ALT004_004_PRIORITY_,data.CIN_ALT005_001_OPTCC_,data.CIN_ALT005_002_FINALOFFERCC_,data.CIN_ALT005_003_OPTCCOFFERID_,data.CIN_ALT005_004_PRIORITY_,data.CIN_ALT006_001_OPTCC_,data.CIN_ALT006_002_FINALOFFERCC_,data.CIN_ALT006_003_OPTCCOFFERID_,data.CIN_ALT006_004_PRIORITY_,data.CIN_ALT007_001_OPTCC_,data.CIN_ALT007_002_FINALOFFERCC_,data.CIN_ALT007_003_OPTCCOFFERID_,data.CIN_ALT007_004_PRIORITY_,data.CIN_ALT008_001_OPTCC_,data.CIN_ALT008_002_FINALOFFERCC_,data.CIN_ALT008_003_OPTCCOFFERID_,data.CIN_ALT008_004_PRIORITY_,data.CIN_ALT009_001_OPTCC_,data.CIN_ALT009_002_FINALOFFERCC_,data.CIN_ALT009_003_OPTCCOFFERID_,data.CIN_ALT009_004_PRIORITY_,data.CIN_ALT010_001_OPTCC_,data.CIN_ALT010_002_FINALOFFERCC_,data.CIN_ALT010_003_OPTCCOFFERID_,data.CIN_ALT010_004_PRIORITY_,data.CORRELATION_ID,data.CRESP_ALT001_001_OPTCC_,data.CRESP_ALT001_002_FINALOFFERCC_,data.CRESP_ALT001_003_OPTCCOFFERID_,data.CRESP_ALT001_004_PRIORITY_,data.CRESP_ALT002_001_OPTCC_,data.CRESP_ALT002_002_FINALOFFERCC_,data.CRESP_ALT002_003_OPTCCOFFERID_,data.CRESP_ALT002_004_PRIORITY_,data.CRESP_ALT003_001_OPTCC_,data.CRESP_ALT003_002_FINALOFFERCC_,data.CRESP_ALT003_003_OPTCCOFFERID_,data.CRESP_ALT003_004_PRIORITY_,data.CRESP_ALT004_001_OPTCC_,data.CRESP_ALT004_002_FINALOFFERCC_,data.CRESP_ALT004_003_OPTCCOFFERID_,data.CRESP_ALT004_004_PRIORITY_,data.CRESP_ALT005_001_OPTCC_,data.CRESP_ALT005_002_FINALOFFERCC_,data.CRESP_ALT005_003_OPTCCOFFERID_,data.CRESP_ALT005_004_PRIORITY_,data.CRESP_ALT006_001_OPTCC_,data.CRESP_ALT006_002_FINALOFFERCC_,data.CRESP_ALT006_003_OPTCCOFFERID_,data.CRESP_ALT006_004_PRIORITY_,data.CRESP_ALT007_001_OPTCC_,data.CRESP_ALT007_002_FINALOFFERCC_,data.CRESP_ALT007_003_OPTCCOFFERID_,data.CRESP_ALT007_004_PRIORITY_,data.CRESP_ALT008_001_OPTCC_,data.CRESP_ALT008_002_FINALOFFERCC_,data.CRESP_ALT008_003_OPTCCOFFERID_,data.CRESP_ALT008_004_PRIORITY_,data.CRESP_ALT009_001_OPTCC_,data.CRESP_ALT009_002_FINALOFFERCC_,data.CRESP_ALT009_003_OPTCCOFFERID_,data.CRESP_ALT009_004_PRIORITY_,data.CRESP_ALT010_001_OPTCC_,data.CRESP_ALT010_002_FINALOFFERCC_,data.CRESP_ALT010_003_OPTCCOFFERID_,data.CRESP_ALT010_004_PRIORITY_,data.CTRL_AREA_001_ALIASNAME_,data.CTRL_AREA_002_SIGNATURE_,data.CTRL_AREA_003_BOFNAME_,data.CTRL_AREA_004_EDITIONNUM_,data.CTRL_AREA_005_EDITIONCREATIONDT_,data.CTRL_AREA_006_EDITIONCREATIONTM_,data.CTRL_AREA_007_ERRORCOUNT_,data.DECISION_FLOW_NAME_,data.DM_FLOW_GUID_,data.DM_FLOW_RELEASE_TIME_,data.DM_FLOW_VERSION_NUMBER_,data.FIELD_LOG_,data.INPUT_B_CROSS_SALES_GRID_,data.INPUT_B_GRID_,data.INPUT_C_GRID_,data.IN_A001_APPL_APPNUM_,data.IN_A002_APPL_NUMAPPS_,data.IN_A003_APPL_REQPRODCODE_,data.IN_A004_APPL_GDFPRODCODE_,data.IN_A005_APPL_DELCHANCODE_,data.IN_A006_APPL_SOURCECODE_,data.IN_A007_MAPP_ALREADYID_,data.IN_A008_CAPP_ALREADYID_,data.IN_A009_MAPP_CUSTNUM_,data.IN_A010_CAPP_CUSTNUM_,data.IN_A011_APPL_CALLREQ_,data.IN_A012_APPL_APPTYPE_,data.IN_A012_APPL_SYSDT_,data.IN_A013_APPL_CUSTSTATUS_,data.IN_A014_APPL_CUSTTYPE_,data.IN_B001_APPL_ERRORCODE_,data.IN_B001_APPL_SYSDEC_,data.IN_B002_APPL_IDCURADDNOPRIDTAITM_,data.IN_B003_APPL_IDCURADDPRIDTASRC_,data.IN_B003_APPL_OPTCA_,data.IN_B004_APPL_IDCURADDDTOLDPRISRC_,data.IN_B004_APPL_OPTCC_,data.IN_B005_APPL_IDCURADDNO2NDITM_,data.IN_B005_APPL_OPTDRCD_,data.IN_B006_APPL_IDCURADDNO2NDSRC_,data.IN_B006_APPL_NUMCRSALES_,data.IN_B006_APPL_OPTSAV1_,data.IN_B007_APPL_IDCURADDDTOLD2NDSRC_,data.IN_B007_APPL_OPTSAV2_,data.IN_B008_APPL_CURADDNOPRIDTAITM_,data.IN_B008_APPL_OPTSAV3_,data.IN_B009_APPL_CURADDNOPRIDTASRC_,data.IN_B009_APPL_PRICINGINFO_,data.IN_B010_APPL_CURADDDTOLDPRISRC_,data.IN_B010_APPL_TBLOFFER_,data.IN_B011_APPL_CURADDNO2NDITM_,data.IN_B011_APPL_ODOFFER_,data.IN_B012_APPL_CCOFFER_,data.IN_B012_APPL_CURADDNO2NDSRC_,data.IN_B013_APPL_CURADDDTOLD2NDSRC_,data.IN_B013_APPL_MAIP_,data.IN_B014_APPL_IDPRVADDNOPRIDTAITM_,data.IN_B014_APPL_OPT_OFFER_ID_,data.IN_B015_APPL_IDPRVADDNOPRIDTASRC_,data.IN_B016_APPL_IDPRVADDDTOLDPRISRC_,data.IN_B017_APPL_IDPRVADDNO2NDITM_,data.IN_B018_APPL_IDPRVADDNO2NDSRC_,data.IN_B019_APPL_IDPRVADDDTOLD2NDSRC_,data.IN_B020_APPL_PRVADDNOPRIDTAITM_,data.IN_B021_APPL_PRVADDNOPRIDTASRC_,data.IN_B022_APPL_PRVADDDTOLDPRISRC_,data.IN_B023_APPL_PRVADDNO2NDITM_,data.IN_B024_APPL_PRVADDNO2NDSRC_,data.IN_B025_APPL_PRVADDDTOLD2NDSRC_,data.IN_B026_APPL_AGEMATCHPRISRC_,data.IN_B027_APPL_AGEMATCH2NDSRC_,data.IN_B028_APPL_TMCURADDMATCHPRISRC_,data.IN_B029_APPL_TMCURADDMTCH2NDSRC_,data.IN_C001_APPL_ERRORCODE_,data.IN_C002_APPL_AUTHINDEX_,data.IN_C002_MAPP_IDDEC_,data.IN_C003_APPL_IDCONFFLAG_,data.IN_C003_MAPP_AUTHINDEX_,data.IN_C004_APPL_CIFASREF_,data.IN_C004_MAPP_IDCONFFLAG_,data.IN_C005_APPL_NUMRULES_,data.IN_C005_MAPP_CIFASREF_,data.IN_C006_MAPP_NUMRULES_,data.IN_C007_APPL_EXPREF_,data.IN_C008_APPL_MTGPAYMENT_,data.IN_C009_APPL_DTEMTGOPEN_,data.IN_C010_APPL_NOACTIVE_CC_,data.IN_C011_APPL_HIGHBALACTIVECC_,data.IN_C012_APPL_DIRECTORSDTAAVAIL_,data.IN_C013_APPL_VOTERSROLLDTAUSED_,data.IN_C014_APPL_VOTERSROLLHIT_,data.IN_C015_APPL_PUBINFOUSED_,data.IN_C016_APPL_PUBINFOHIT_,data.IN_C017_APPL_CAPSECAPSUSED_,data.IN_C018_APPL_CAPSECAPSHIT_,data.IN_C019_APPL_CAISUNSECLNUSED_,data.IN_C020_APPL_CAISUNSECLNHIT_,data.IN_C021_APPPL_CAISMTGUSED_,data.IN_C022_APPL_CAISMTGHIT_,data.IN_C023_APPL_CAISFINANCEUSED_,data.IN_C024_APPL_CAISFINANCEHIT_,data.IN_C025_APPL_CAISCURACCUSED_,data.IN_C025_MAPP_EXPREF_,data.IN_C026_APPL_CAISCURRACCHIT_,data.IN_C027_APPL_CAISCARDUSED_,data.IN_C028_APPL_CAISCARDHIT_,data.IN_C029_APPL_CAISCOMMUSED_,data.IN_C030_APPL_CAISCOMMHIT_,data.IN_C031_APPL_CAISRENTALUSED_,data.IN_C032_APPL_CAISRENTALHIT_,data.IN_C033_APPL_CAISMOUSED_,data.IN_C034_APPL_CAISMOHIT_,data.IN_C035_APPL_NOMATCHDRIVELICE_,data.IN_C036_APPL_WARNDLDATAMISMATCH_,data.IN_C037_APPL_WARNDLALGMISMATCH_,data.IN_C038_APPL_MATCHDRIVERLICE_,data.IN_C039_APPL_NOMATCHPASSPORT_,data.IN_C040_APPL_WARNPASSPORT_,data.IN_C041_APPL_MATCHPASSPORT_,data.IN_C202_CAPP_IDDEC_,data.IN_C203_CAPP_AUTHINDEX_,data.IN_C204_CAPP_IDCONFFLAG_,data.IN_C205_CAPP_CIFASREF_,data.IN_C206_CAPP_NUMRULES_,data.IN_C225_CAPP_EXPREF_,data.REQUEST_TIME_,data.RESPONSE_CROSS_SALES_GRID_,data.RESPONSE_GRID_,data.RESP_R001_SYSDEC_,data.RESP_R003_OPTCA_,data.RESP_R004_OPTCC_,data.RESP_R005_OPTDRCD_,data.RESP_R006_OPTSAV2_,data.RESP_R007_OPTSAV3_,data.RESP_R008_NUMCRSALE_,data.RESP_R008_PRICINGINFO_,data.RESP_R009_OPTSAV1_,data.RESP_R010_TBLOFFER_,data.RESP_R011_ODOFFER_,data.RESP_R012_CCOFFER_,data.RESP_R013_MAIP_,data.RESP_R014_MAPP_AUTHFLAG_,data.RESP_R015_CAPP_AUTHFLAG_,data.RES_A_001_LOGGING_FLAG_,data.RES_B_001_ALIASNAME_,data.RES_B_002_SIGNATURE_,data.RES_B_003_EDITIONNUM_,data.RES_B_004_EDCRDT_,data.RES_B_005_EDCRTM_,data.RES_E001_OPT_OFFER_ID_,data.TRACKING_ID_,timeStamp,type
61d81a814af2033518726340,1001,EIDVAMAO,UKRBEIC,,0,OFR_1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,EIDVA001,BOF eID&VA,0,,,1,DF_MAIN_EIDVA_INTEGRATED,a56d0e9b-0821-4510-8204-e7ce99ccfea1,2020-07-10T18:11:50.000Z,1.3,N,"[{""metadata"":[{""IN_B007_APPL_CRSALEID"":""APP1""}]},{""data"":[[""""]]}]","[{""metadata"":[{""IN_B002_APPL_RSNCODES"":""004""}]},{""data"":[[""U5""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""]]}]","[{""metadata"":[{""IN_C011_MAPP_RULES"":""string""},{""IN_C211_CAPP_RULES"":""string""}]},{""data"":[[""    "",""    ""],[""    "",""    ""],[""    "",""    ""],[""    "",""    ""],[""    "",""    ""],[""    "",""    ""],[""    "",""    ""],[""    "",""    ""],[""    "",""    ""],[""    "",""    ""]]}]",1234567891234,1,UCNDL,SAVNG,MSU,INB,N,,12346892,0,M,,20210702,,,,P1,0,0,,,,0,,0,0,,,,0,,0,,,9999999,0,9999999,9999999,0,,0,0,,0,,0,0,,0,0,,0,0,,0,0,0,0,L000,0,,,0,,,0,,0,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,,,,,0,,,0,,2021-05-28T09:16:05.637Z,,,,,,,,,,,,,,,,,,,,,,,,,EID2021-05-28-10.16.05.527717,2022-01-07T10:48:33.505Z,REQUEST
61d81a814af2033518726341,1001,EIDVAMAO,UKRBEIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,test,EIDVA001,BOF eID&VA,0,,,1,DF_MAIN_EIDVA_INTEGRATED,a56d0e9b-0821-4510-8204-e7ce99ccfea1,2020-07-10T18:11:50.000Z,1.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-28T09:16:05.637Z,"[{""metadata"":[{""RESP_R009_CRSALEID"":""string""}]},{""data"":[[""""]]}]","[{""metadata"":[{""RESP_R002_RSNCODES"":""200""}]},{""data"":[[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""],[""  ""]]}]",,,,,,,0,GR,,0,0,0,0,Y,,,,,0,,,,EID2021-05-28-10.16.05.527717,2022-01-07T10:48:33.505Z,RESPONSE
